plate,county_code,intersection,interval_label,time_range,accidente_intersectie,accidente_vehicul,scor_judet,label_risk
BZ876MRG,BZ,Piata Universitatii,Seara,15:30-19:00,25,7,4.5,0.8410256410256411
CL790OPR,CL,Arcul de Triumf,Dimineata,06:30-09:30,15,5,2.5,0.49542920847268673
CL790OPR,CL,Arcul de Triumf,Pranz,12:00-14:00,2,5,2.5,0.2128205128205128
CL790OPR,CL,Arcul de Triumf,Seara,15:30-19:00,22,5,2.5,0.6476031215161651
CL790OPR,CL,Piata Romana,Dimineata,06:30-09:30,11,5,2.5,0.4084726867335563
CL790OPR,CL,Piata Romana,Pranz,12:00-14:00,3,5,2.5,0.23455964325529544
CL790OPR,CL,Piata Romana,Seara,15:30-19:00,20,5,2.5,0.6041248606465999
CL790OPR,CL,Piata Unirii,Dimineata,06:30-09:30,15,5,2.5,0.49542920847268673
CL790OPR,CL,Piata Unirii,Pranz,12:00-14:00,3,5,2.5,0.23455964325529544
CL790OPR,CL,Piata Unirii,Seara,15:30-19:00,18,5,2.5,0.5606465997770345
CL790OPR,CL,Piata Universitatii,Dimineata,06:30-09:30,5,5,2.5,0.2780379041248606
CL790OPR,CL,Piata Universitatii,Pranz,12:00-14:00,3,5,2.5,0.23455964325529544
CL790OPR,CL,Piata Universitatii,Seara,15:30-19:00,25,5,2.5,0.7128205128205127
CL777OPO,CL,Arcul de Triumf,Dimineata,06:30-09:30,15,0,2.5,0.32876254180602005
CL777OPO,CL,Arcul de Triumf,Pranz,12:00-14:00,2,0,2.5,0.046153846153846156
CL777OPO,CL,Arcul de Triumf,Seara,15:30-19:00,22,0,2.5,0.4809364548494983
CL777OPO,CL,Piata Romana,Dimineata,06:30-09:30,11,0,2.5,0.24180602006688964
CL777OPO,CL,Piata Romana,Pranz,12:00-14:00,3,0,2.5,0.06789297658862876
CL777OPO,CL,Piata Romana,Seara,15:30-19:00,20,0,2.5,0.43745819397993313
CL777OPO,CL,Piata Unirii,Dimineata,06:30-09:30,15,0,2.5,0.32876254180602005
CL777OPO,CL,Piata Unirii,Pranz,12:00-14:00,3,0,2.5,0.06789297658862876
CL777OPO,CL,Piata Unirii,Seara,15:30-19:00,18,0,2.5,0.3939799331103679
CL777OPO,CL,Piata Universitatii,Dimineata,06:30-09:30,5,0,2.5,0.11137123745819398
CL777OPO,CL,Piata Universitatii,Pranz,12:00-14:00,3,0,2.5,0.06789297658862876
CL777OPO,CL,Piata Universitatii,Seara,15:30-19:00,25,0,2.5,0.5461538461538462
CS999KKK,CS,Arcul de Triumf,Dimineata,06:30-09:30,15,3,3.5,0.4595317725752508
CS999KKK,CS,Arcul de Triumf,Pranz,12:00-14:00,2,3,3.5,0.1769230769230769
CS999KKK,CS,Arcul de Triumf,Seara,15:30-19:00,22,3,3.5,0.6117056856187291
CS999KKK,CS,Piata Romana,Dimineata,06:30-09:30,11,3,3.5,0.3725752508361204
CS999KKK,CS,Piata Romana,Pranz,12:00-14:00,3,3,3.5,0.19866220735785953
CS999KKK,CS,Piata Romana,Seara,15:30-19:00,20,3,3.5,0.5682274247491639
CS999KKK,CS,Piata Unirii,Dimineata,06:30-09:30,15,3,3.5,0.4595317725752508
CS999KKK,CS,Piata Unirii,Pranz,12:00-14:00,3,3,3.5,0.19866220735785953
CS999KKK,CS,Piata Unirii,Seara,15:30-19:00,18,3,3.5,0.5247491638795987
CS999KKK,CS,Piata Universitatii,Dimineata,06:30-09:30,5,3,3.5,0.24214046822742474
CS999KKK,CS,Piata Universitatii,Pranz,12:00-14:00,3,3,3.5,0.19866220735785953
CS999KKK,CS,Piata Universitatii,Seara,15:30-19:00,25,3,3.5,0.676923076923077
CS98LOG,CS,Arcul de Triumf,Dimineata,06:30-09:30,15,4,3.5,0.4928651059085842
CS98LOG,CS,Arcul de Triumf,Pranz,12:00-14:00,2,4,3.5,0.21025641025641026
CS98LOG,CS,Arcul de Triumf,Seara,15:30-19:00,22,4,3.5,0.6450390189520625
CS98LOG,CS,Piata Romana,Dimineata,06:30-09:30,11,4,3.5,0.40590858416945375
CS98LOG,CS,Piata Romana,Pranz,12:00-14:00,3,4,3.5,0.23199554069119288
CS98LOG,CS,Piata Romana,Seara,15:30-19:00,20,4,3.5,0.6015607580824973
CS98LOG,CS,Piata Unirii,Dimineata,06:30-09:30,15,4,3.5,0.4928651059085842
CS98LOG,CS,Piata Unirii,Pranz,12:00-14:00,3,4,3.5,0.23199554069119288
CS98LOG,CS,Piata Unirii,Seara,15:30-19:00,18,4,3.5,0.5580824972129319
CS98LOG,CS,Piata Universitatii,Dimineata,06:30-09:30,5,4,3.5,0.27547380156075807
CS98LOG,CS,Piata Universitatii,Pranz,12:00-14:00,3,4,3.5,0.23199554069119288
CS98LOG,CS,Piata Universitatii,Seara,15:30-19:00,25,4,3.5,0.7102564102564102
CJ654DRS,CJ,Arcul de Triumf,Dimineata,06:30-09:30,15,6,5.0,0.605685618729097
CJ654DRS,CJ,Arcul de Triumf,Pranz,12:00-14:00,2,6,5.0,0.32307692307692304
CJ654DRS,CJ,Arcul de Triumf,Seara,15:30-19:00,22,6,5.0,0.7578595317725753
CJ654DRS,CJ,Piata Romana,Dimineata,06:30-09:30,11,6,5.0,0.5187290969899665
CJ654DRS,CJ,Piata Romana,Pranz,12:00-14:00,3,6,5.0,0.3448160535117057
CJ654DRS,CJ,Piata Romana,Seara,15:30-19:00,20,6,5.0,0.7143812709030101
CJ654DRS,CJ,Piata Unirii,Dimineata,06:30-09:30,15,6,5.0,0.605685618729097
CJ654DRS,CJ,Piata Unirii,Pranz,12:00-14:00,3,6,5.0,0.3448160535117057
CJ654DRS,CJ,Piata Unirii,Seara,15:30-19:00,18,6,5.0,0.6709030100334448
CJ654DRS,CJ,Piata Universitatii,Dimineata,06:30-09:30,5,6,5.0,0.3882943143812709
CJ654DRS,CJ,Piata Universitatii,Pranz,12:00-14:00,3,6,5.0,0.3448160535117057
CJ654DRS,CJ,Piata Universitatii,Seara,15:30-19:00,25,6,5.0,0.823076923076923
CJ76MOP,CJ,Arcul de Triumf,Dimineata,06:30-09:30,15,4,5.0,0.5390189520624303
CJ76MOP,CJ,Arcul de Triumf,Pranz,12:00-14:00,2,4,5.0,0.2564102564102564
CJ76MOP,CJ,Arcul de Triumf,Seara,15:30-19:00,22,4,5.0,0.6911928651059086
CJ76MOP,CJ,Piata Romana,Dimineata,06:30-09:30,11,4,5.0,0.4520624303232999
CJ76MOP,CJ,Piata Romana,Pranz,12:00-14:00,3,4,5.0,0.27814938684503904
CJ76MOP,CJ,Piata Romana,Seara,15:30-19:00,20,4,5.0,0.6477146042363434
CJ76MOP,CJ,Piata Unirii,Dimineata,06:30-09:30,15,4,5.0,0.5390189520624303
CJ76MOP,CJ,Piata Unirii,Pranz,12:00-14:00,3,4,5.0,0.27814938684503904
CJ76MOP,CJ,Piata Unirii,Seara,15:30-19:00,18,4,5.0,0.6042363433667781
CJ76MOP,CJ,Piata Universitatii,Dimineata,06:30-09:30,5,4,5.0,0.3216276477146042
CJ76MOP,CJ,Piata Universitatii,Pranz,12:00-14:00,3,4,5.0,0.27814938684503904
CJ76MOP,CJ,Piata Universitatii,Seara,15:30-19:00,25,4,5.0,0.7564102564102564
CT87ADI,CT,Arcul de Triumf,Dimineata,06:30-09:30,15,2,2.667,0.40056767001114824
CT87ADI,CT,Arcul de Triumf,Pranz,12:00-14:00,2,2,2.667,0.11795897435897434
CT87ADI,CT,Arcul de Triumf,Seara,15:30-19:00,22,2,2.667,0.5527415830546265
CT87ADI,CT,Piata Romana,Dimineata,06:30-09:30,11,2,2.667,0.31361114827201786
CT87ADI,CT,Piata Romana,Pranz,12:00-14:00,3,2,2.667,0.13969810479375697
CT87ADI,CT,Piata Romana,Seara,15:30-19:00,20,2,2.667,0.5092633221850613
CT87ADI,CT,Piata Unirii,Dimineata,06:30-09:30,15,2,2.667,0.40056767001114824
CT87ADI,CT,Piata Unirii,Pranz,12:00-14:00,3,2,2.667,0.13969810479375697
CT87ADI,CT,Piata Unirii,Seara,15:30-19:00,18,2,2.667,0.4657850613154961
CT87ADI,CT,Piata Universitatii,Dimineata,06:30-09:30,5,2,2.667,0.18317636566332218
CT87ADI,CT,Piata Universitatii,Pranz,12:00-14:00,3,2,2.667,0.13969810479375697
CT87ADI,CT,Piata Universitatii,Seara,15:30-19:00,25,2,2.667,0.6179589743589743
CT24HAG,CT,Arcul de Triumf,Dimineata,06:30-09:30,15,5,2.667,0.5005676700111482
CT24HAG,CT,Arcul de Triumf,Pranz,12:00-14:00,2,5,2.667,0.21795897435897435
CT24HAG,CT,Arcul de Triumf,Seara,15:30-19:00,22,5,2.667,0.6527415830546265
CT24HAG,CT,Piata Romana,Dimineata,06:30-09:30,11,5,2.667,0.41361114827201784
CT24HAG,CT,Piata Romana,Pranz,12:00-14:00,3,5,2.667,0.23969810479375697
CT24HAG,CT,Piata Romana,Seara,15:30-19:00,20,5,2.667,0.6092633221850613
CT24HAG,CT,Piata Unirii,Dimineata,06:30-09:30,15,5,2.667,0.5005676700111482
CT24HAG,CT,Piata Unirii,Pranz,12:00-14:00,3,5,2.667,0.23969810479375697
CT24HAG,CT,Piata Unirii,Seara,15:30-19:00,18,5,2.667,0.565785061315496
CT24HAG,CT,Piata Universitatii,Dimineata,06:30-09:30,5,5,2.667,0.28317636566332216
CT24HAG,CT,Piata Universitatii,Pranz,12:00-14:00,3,5,2.667,0.23969810479375697
CT24HAG,CT,Piata Universitatii,Seara,15:30-19:00,25,5,2.667,0.7179589743589743
VS123ERC,VS,Arcul de Triumf,Dimineata,06:30-09:30,15,3,5.5,0.5210702341137123
VS123ERC,VS,Arcul de Triumf,Pranz,12:00-14:00,2,3,5.5,0.23846153846153845
VS123ERC,VS,Arcul de Triumf,Seara,15:30-19:00,22,3,5.5,0.6732441471571906
VS123ERC,VS,Piata Romana,Dimineata,06:30-09:30,11,3,5.5,0.43411371237458196
VS123ERC,VS,Piata Romana,Pranz,12:00-14:00,3,3,5.5,0.2602006688963211
VS123ERC,VS,Piata Romana,Seara,15:30-19:00,20,3,5.5,0.6297658862876254
VS123ERC,VS,Piata Unirii,Dimineata,06:30-09:30,15,3,5.5,0.5210702341137123
VS123ERC,VS,Piata Unirii,Pranz,12:00-14:00,3,3,5.5,0.2602006688963211
VS123ERC,VS,Piata Unirii,Seara,15:30-19:00,18,3,5.5,0.5862876254180602
VS123ERC,VS,Piata Universitatii,Dimineata,06:30-09:30,5,3,5.5,0.3036789297658863
VS123ERC,VS,Piata Universitatii,Pranz,12:00-14:00,3,3,5.5,0.2602006688963211
VS123ERC,VS,Piata Universitatii,Seara,15:30-19:00,25,3,5.5,0.7384615384615385
VS756JNM,VS,Arcul de Triumf,Dimineata,06:30-09:30,15,8,5.5,0.6877369007803791
VS756JNM,VS,Arcul de Triumf,Pranz,12:00-14:00,2,8,5.5,0.40512820512820513
VS756JNM,VS,Arcul de Triumf,Seara,15:30-19:00,22,8,5.5,0.8399108138238573
VS756JNM,VS,Piata Romana,Dimineata,06:30-09:30,11,8,5.5,0.6007803790412487
VS756JNM,VS,Piata Romana,Pranz,12:00-14:00,3,8,5.5,0.4268673355629877
VS756JNM,VS,Piata Romana,Seara,15:30-19:00,20,8,5.5,0.7964325529542922
VS756JNM,VS,Piata Unirii,Dimineata,06:30-09:30,15,8,5.5,0.6877369007803791
VS756JNM,VS,Piata Unirii,Pranz,12:00-14:00,3,8,5.5,0.4268673355629877
VS756JNM,VS,Piata Unirii,Seara,15:30-19:00,18,8,5.5,0.7529542920847268
VS756JNM,VS,Piata Universitatii,Dimineata,06:30-09:30,5,8,5.5,0.47034559643255297
VS756JNM,VS,Piata Universitatii,Pranz,12:00-14:00,3,8,5.5,0.4268673355629877
VS756JNM,VS,Piata Universitatii,Seara,15:30-19:00,25,8,5.5,0.905128205128205
VL87AND,VL,Arcul de Triumf,Dimineata,06:30-09:30,15,4,4.5,0.5236343366778149
VL87AND,VL,Arcul de Triumf,Pranz,12:00-14:00,2,4,4.5,0.24102564102564103
VL87AND,VL,Arcul de Triumf,Seara,15:30-19:00,22,4,4.5,0.6758082497212932
VL87AND,VL,Piata Romana,Dimineata,06:30-09:30,11,4,4.5,0.4366778149386845
VL87AND,VL,Piata Romana,Pranz,12:00-14:00,3,4,4.5,0.26276477146042365
VL87AND,VL,Piata Romana,Seara,15:30-19:00,20,4,4.5,0.632329988851728
VL87AND,VL,Piata Unirii,Dimineata,06:30-09:30,15,4,4.5,0.5236343366778149
VL87AND,VL,Piata Unirii,Pranz,12:00-14:00,3,4,4.5,0.26276477146042365
VL87AND,VL,Piata Unirii,Seara,15:30-19:00,18,4,4.5,0.5888517279821628
VL87AND,VL,Piata Universitatii,Dimineata,06:30-09:30,5,4,4.5,0.30624303232998884
VL87AND,VL,Piata Universitatii,Pranz,12:00-14:00,3,4,4.5,0.26276477146042365
VL87AND,VL,Piata Universitatii,Seara,15:30-19:00,25,4,4.5,0.7410256410256411
VL78AMC,VL,Arcul de Triumf,Dimineata,06:30-09:30,15,5,4.5,0.5569676700111483
VL78AMC,VL,Arcul de Triumf,Pranz,12:00-14:00,2,5,4.5,0.2743589743589744
VL78AMC,VL,Arcul de Triumf,Seara,15:30-19:00,22,5,4.5,0.7091415830546266
VL78AMC,VL,Piata Romana,Dimineata,06:30-09:30,11,5,4.5,0.47001114827201784
VL78AMC,VL,Piata Romana,Pranz,12:00-14:00,3,5,4.5,0.296098104793757
VL78AMC,VL,Piata Romana,Seara,15:30-19:00,20,5,4.5,0.6656633221850614
VL78AMC,VL,Piata Unirii,Dimineata,06:30-09:30,15,5,4.5,0.5569676700111483
VL78AMC,VL,Piata Unirii,Pranz,12:00-14:00,3,5,4.5,0.296098104793757
VL78AMC,VL,Piata Unirii,Seara,15:30-19:00,18,5,4.5,0.622185061315496
VL78AMC,VL,Piata Universitatii,Dimineata,06:30-09:30,5,5,4.5,0.33957636566332217
VL78AMC,VL,Piata Universitatii,Pranz,12:00-14:00,3,5,4.5,0.296098104793757
VL78AMC,VL,Piata Universitatii,Seara,15:30-19:00,25,5,4.5,0.7743589743589743
TL565GEO,TL,Arcul de Triumf,Dimineata,06:30-09:30,15,4,3.5,0.4928651059085842
TL565GEO,TL,Arcul de Triumf,Pranz,12:00-14:00,2,4,3.5,0.21025641025641026
TL565GEO,TL,Arcul de Triumf,Seara,15:30-19:00,22,4,3.5,0.6450390189520625
TL565GEO,TL,Piata Romana,Dimineata,06:30-09:30,11,4,3.5,0.40590858416945375
TL565GEO,TL,Piata Romana,Pranz,12:00-14:00,3,4,3.5,0.23199554069119288
TL565GEO,TL,Piata Romana,Seara,15:30-19:00,20,4,3.5,0.6015607580824973
TL565GEO,TL,Piata Unirii,Dimineata,06:30-09:30,15,4,3.5,0.4928651059085842
TL565GEO,TL,Piata Unirii,Pranz,12:00-14:00,3,4,3.5,0.23199554069119288
TL565GEO,TL,Piata Unirii,Seara,15:30-19:00,18,4,3.5,0.5580824972129319
TL565GEO,TL,Piata Universitatii,Dimineata,06:30-09:30,5,4,3.5,0.27547380156075807
TL565GEO,TL,Piata Universitatii,Pranz,12:00-14:00,3,4,3.5,0.23199554069119288
TL565GEO,TL,Piata Universitatii,Seara,15:30-19:00,25,4,3.5,0.7102564102564102
TL666YHJ,TL,Arcul de Triumf,Dimineata,06:30-09:30,15,3,3.5,0.4595317725752508
TL666YHJ,TL,Arcul de Triumf,Pranz,12:00-14:00,2,3,3.5,0.1769230769230769
TL666YHJ,TL,Arcul de Triumf,Seara,15:30-19:00,22,3,3.5,0.6117056856187291
TL666YHJ,TL,Piata Romana,Dimineata,06:30-09:30,11,3,3.5,0.3725752508361204
TL666YHJ,TL,Piata Romana,Pranz,12:00-14:00,3,3,3.5,0.19866220735785953
TL666YHJ,TL,Piata Romana,Seara,15:30-19:00,20,3,3.5,0.5682274247491639
TL666YHJ,TL,Piata Unirii,Dimineata,06:30-09:30,15,3,3.5,0.4595317725752508
TL666YHJ,TL,Piata Unirii,Pranz,12:00-14:00,3,3,3.5,0.19866220735785953
TL666YHJ,TL,Piata Unirii,Seara,15:30-19:00,18,3,3.5,0.5247491638795987
TL666YHJ,TL,Piata Universitatii,Dimineata,06:30-09:30,5,3,3.5,0.24214046822742474
TL666YHJ,TL,Piata Universitatii,Pranz,12:00-14:00,3,3,3.5,0.19866220735785953
TL666YHJ,TL,Piata Universitatii,Seara,15:30-19:00,25,3,3.5,0.676923076923077
TM56BSO,TM,Arcul de Triumf,Dimineata,06:30-09:30,15,3,2.5,0.42876254180602
TM56BSO,TM,Arcul de Triumf,Pranz,12:00-14:00,2,3,2.5,0.14615384615384613
TM56BSO,TM,Arcul de Triumf,Seara,15:30-19:00,22,3,2.5,0.5809364548494984
TM56BSO,TM,Piata Romana,Dimineata,06:30-09:30,11,3,2.5,0.34180602006688965
TM56BSO,TM,Piata Romana,Pranz,12:00-14:00,3,3,2.5,0.16789297658862876
TM56BSO,TM,Piata Romana,Seara,15:30-19:00,20,3,2.5,0.5374581939799331
TM56BSO,TM,Piata Unirii,Dimineata,06:30-09:30,15,3,2.5,0.42876254180602
TM56BSO,TM,Piata Unirii,Pranz,12:00-14:00,3,3,2.5,0.16789297658862876
TM56BSO,TM,Piata Unirii,Seara,15:30-19:00,18,3,2.5,0.49397993311036786
TM56BSO,TM,Piata Universitatii,Dimineata,06:30-09:30,5,3,2.5,0.21137123745819397
TM56BSO,TM,Piata Universitatii,Pranz,12:00-14:00,3,3,2.5,0.16789297658862876
TM56BSO,TM,Piata Universitatii,Seara,15:30-19:00,25,3,2.5,0.6461538461538461
TM23SOI,TM,Arcul de Triumf,Dimineata,06:30-09:30,15,2,2.5,0.3954292084726867
TM23SOI,TM,Arcul de Triumf,Pranz,12:00-14:00,2,2,2.5,0.11282051282051282
TM23SOI,TM,Arcul de Triumf,Seara,15:30-19:00,22,2,2.5,0.547603121516165
TM23SOI,TM,Piata Romana,Dimineata,06:30-09:30,11,2,2.5,0.3084726867335563
TM23SOI,TM,Piata Romana,Pranz,12:00-14:00,3,2,2.5,0.13455964325529543
TM23SOI,TM,Piata Romana,Seara,15:30-19:00,20,2,2.5,0.5041248606465998
TM23SOI,TM,Piata Unirii,Dimineata,06:30-09:30,15,2,2.5,0.3954292084726867
TM23SOI,TM,Piata Unirii,Pranz,12:00-14:00,3,2,2.5,0.13455964325529543
TM23SOI,TM,Piata Unirii,Seara,15:30-19:00,18,2,2.5,0.46064659977703454
TM23SOI,TM,Piata Universitatii,Dimineata,06:30-09:30,5,2,2.5,0.17803790412486065
TM23SOI,TM,Piata Universitatii,Pranz,12:00-14:00,3,2,2.5,0.13455964325529543
TM23SOI,TM,Piata Universitatii,Seara,15:30-19:00,25,2,2.5,0.6128205128205129
TR345MOS,TR,Arcul de Triumf,Dimineata,06:30-09:30,15,6,6.5,0.6518394648829431
TR345MOS,TR,Arcul de Triumf,Pranz,12:00-14:00,2,6,6.5,0.36923076923076925
TR345MOS,TR,Arcul de Triumf,Seara,15:30-19:00,22,6,6.5,0.8040133779264214
TR345MOS,TR,Piata Romana,Dimineata,06:30-09:30,11,6,6.5,0.5648829431438127
TR345MOS,TR,Piata Romana,Pranz,12:00-14:00,3,6,6.5,0.39096989966555185
TR345MOS,TR,Piata Romana,Seara,15:30-19:00,20,6,6.5,0.7605351170568562
TR345MOS,TR,Piata Unirii,Dimineata,06:30-09:30,15,6,6.5,0.6518394648829431
TR345MOS,TR,Piata Unirii,Pranz,12:00-14:00,3,6,6.5,0.39096989966555185
TR345MOS,TR,Piata Unirii,Seara,15:30-19:00,18,6,6.5,0.717056856187291
TR345MOS,TR,Piata Universitatii,Dimineata,06:30-09:30,5,6,6.5,0.43444816053511703
TR345MOS,TR,Piata Universitatii,Pranz,12:00-14:00,3,6,6.5,0.39096989966555185
TR345MOS,TR,Piata Universitatii,Seara,15:30-19:00,25,6,6.5,0.8692307692307693
TR23AGU,TR,Arcul de Triumf,Dimineata,06:30-09:30,15,7,6.5,0.6851727982162765
TR23AGU,TR,Arcul de Triumf,Pranz,12:00-14:00,2,7,6.5,0.4025641025641026
TR23AGU,TR,Arcul de Triumf,Seara,15:30-19:00,22,7,6.5,0.8373467112597548
TR23AGU,TR,Piata Romana,Dimineata,06:30-09:30,11,7,6.5,0.5982162764771461
TR23AGU,TR,Piata Romana,Pranz,12:00-14:00,3,7,6.5,0.42430323299888517
TR23AGU,TR,Piata Romana,Seara,15:30-19:00,20,7,6.5,0.7938684503901896
TR23AGU,TR,Piata Unirii,Dimineata,06:30-09:30,15,7,6.5,0.6851727982162765
TR23AGU,TR,Piata Unirii,Pranz,12:00-14:00,3,7,6.5,0.42430323299888517
TR23AGU,TR,Piata Unirii,Seara,15:30-19:00,18,7,6.5,0.7503901895206244
TR23AGU,TR,Piata Universitatii,Dimineata,06:30-09:30,5,7,6.5,0.4677814938684504
TR23AGU,TR,Piata Universitatii,Pranz,12:00-14:00,3,7,6.5,0.42430323299888517
TR23AGU,TR,Piata Universitatii,Seara,15:30-19:00,25,7,6.5,0.9025641025641027
SV432COL,SV,Arcul de Triumf,Dimineata,06:30-09:30,15,4,4.0,0.5082497212931996
SV432COL,SV,Arcul de Triumf,Pranz,12:00-14:00,2,4,4.0,0.22564102564102564
SV432COL,SV,Arcul de Triumf,Seara,15:30-19:00,22,4,4.0,0.6604236343366778
SV432COL,SV,Piata Romana,Dimineata,06:30-09:30,11,4,4.0,0.42129319955406913
SV432COL,SV,Piata Romana,Pranz,12:00-14:00,3,4,4.0,0.24738015607580827
SV432COL,SV,Piata Romana,Seara,15:30-19:00,20,4,4.0,0.6169453734671126
SV432COL,SV,Piata Unirii,Dimineata,06:30-09:30,15,4,4.0,0.5082497212931996
SV432COL,SV,Piata Unirii,Pranz,12:00-14:00,3,4,4.0,0.24738015607580827
SV432COL,SV,Piata Unirii,Seara,15:30-19:00,18,4,4.0,0.5734671125975473
SV432COL,SV,Piata Universitatii,Dimineata,06:30-09:30,5,4,4.0,0.29085841694537345
SV432COL,SV,Piata Universitatii,Pranz,12:00-14:00,3,4,4.0,0.24738015607580827
SV432COL,SV,Piata Universitatii,Seara,15:30-19:00,25,4,4.0,0.7256410256410256
SV75LOC,SV,Arcul de Triumf,Dimineata,06:30-09:30,15,4,4.0,0.5082497212931996
SV75LOC,SV,Arcul de Triumf,Pranz,12:00-14:00,2,4,4.0,0.22564102564102564
SV75LOC,SV,Arcul de Triumf,Seara,15:30-19:00,22,4,4.0,0.6604236343366778
SV75LOC,SV,Piata Romana,Dimineata,06:30-09:30,11,4,4.0,0.42129319955406913
SV75LOC,SV,Piata Romana,Pranz,12:00-14:00,3,4,4.0,0.24738015607580827
SV75LOC,SV,Piata Romana,Seara,15:30-19:00,20,4,4.0,0.6169453734671126
SV75LOC,SV,Piata Unirii,Dimineata,06:30-09:30,15,4,4.0,0.5082497212931996
SV75LOC,SV,Piata Unirii,Pranz,12:00-14:00,3,4,4.0,0.24738015607580827
SV75LOC,SV,Piata Unirii,Seara,15:30-19:00,18,4,4.0,0.5734671125975473
SV75LOC,SV,Piata Universitatii,Dimineata,06:30-09:30,5,4,4.0,0.29085841694537345
SV75LOC,SV,Piata Universitatii,Pranz,12:00-14:00,3,4,4.0,0.24738015607580827
SV75LOC,SV,Piata Universitatii,Seara,15:30-19:00,25,4,4.0,0.7256410256410256
SB35RMX,SB,Arcul de Triumf,Dimineata,06:30-09:30,15,4,6.0,0.5697881828316611
SB35RMX,SB,Arcul de Triumf,Pranz,12:00-14:00,2,4,6.0,0.28717948717948716
SB35RMX,SB,Arcul de Triumf,Seara,15:30-19:00,22,4,6.0,0.7219620958751394
SB35RMX,SB,Piata Romana,Dimineata,06:30-09:30,11,4,6.0,0.4828316610925307
SB35RMX,SB,Piata Romana,Pranz,12:00-14:00,3,4,6.0,0.3089186176142698
SB35RMX,SB,Piata Romana,Seara,15:30-19:00,20,4,6.0,0.6784838350055742
SB35RMX,SB,Piata Unirii,Dimineata,06:30-09:30,15,4,6.0,0.5697881828316611
SB35RMX,SB,Piata Unirii,Pranz,12:00-14:00,3,4,6.0,0.3089186176142698
SB35RMX,SB,Piata Unirii,Seara,15:30-19:00,18,4,6.0,0.6350055741360089
SB35RMX,SB,Piata Universitatii,Dimineata,06:30-09:30,5,4,6.0,0.352396878483835
SB35RMX,SB,Piata Universitatii,Pranz,12:00-14:00,3,4,6.0,0.3089186176142698
SB35RMX,SB,Piata Universitatii,Seara,15:30-19:00,25,4,6.0,0.7871794871794872
SB11RIX,SB,Arcul de Triumf,Dimineata,06:30-09:30,15,8,6.0,0.7031215161649944
SB11RIX,SB,Arcul de Triumf,Pranz,12:00-14:00,2,8,6.0,0.4205128205128205
SB11RIX,SB,Arcul de Triumf,Seara,15:30-19:00,22,8,6.0,0.8552954292084727
SB11RIX,SB,Piata Romana,Dimineata,06:30-09:30,11,8,6.0,0.616164994425864
SB11RIX,SB,Piata Romana,Pranz,12:00-14:00,3,8,6.0,0.4422519509476031
SB11RIX,SB,Piata Romana,Seara,15:30-19:00,20,8,6.0,0.8118171683389075
SB11RIX,SB,Piata Unirii,Dimineata,06:30-09:30,15,8,6.0,0.7031215161649944
SB11RIX,SB,Piata Unirii,Pranz,12:00-14:00,3,8,6.0,0.4422519509476031
SB11RIX,SB,Piata Unirii,Seara,15:30-19:00,18,8,6.0,0.7683389074693422
SB11RIX,SB,Piata Universitatii,Dimineata,06:30-09:30,5,8,6.0,0.48573021181716836
SB11RIX,SB,Piata Universitatii,Pranz,12:00-14:00,3,8,6.0,0.4422519509476031
SB11RIX,SB,Piata Universitatii,Seara,15:30-19:00,25,8,6.0,0.9205128205128205
SM499JUJ,SM,Arcul de Triumf,Dimineata,06:30-09:30,15,3,3.25,0.45183946488294313
SM499JUJ,SM,Arcul de Triumf,Pranz,12:00-14:00,2,3,3.25,0.16923076923076924
SM499JUJ,SM,Arcul de Triumf,Seara,15:30-19:00,22,3,3.25,0.6040133779264214
SM499JUJ,SM,Piata Romana,Dimineata,06:30-09:30,11,3,3.25,0.36488294314381275
SM499JUJ,SM,Piata Romana,Pranz,12:00-14:00,3,3,3.25,0.19096989966555183
SM499JUJ,SM,Piata Romana,Seara,15:30-19:00,20,3,3.25,0.5605351170568562
SM499JUJ,SM,Piata Unirii,Dimineata,06:30-09:30,15,3,3.25,0.45183946488294313
SM499JUJ,SM,Piata Unirii,Pranz,12:00-14:00,3,3,3.25,0.19096989966555183
SM499JUJ,SM,Piata Unirii,Seara,15:30-19:00,18,3,3.25,0.5170568561872909
SM499JUJ,SM,Piata Universitatii,Dimineata,06:30-09:30,5,3,3.25,0.23444816053511705
SM499JUJ,SM,Piata Universitatii,Pranz,12:00-14:00,3,3,3.25,0.19096989966555183
SM499JUJ,SM,Piata Universitatii,Seara,15:30-19:00,25,3,3.25,0.6692307692307692
SM33ILO,SM,Arcul de Triumf,Dimineata,06:30-09:30,15,5,3.25,0.5185061315496098
SM33ILO,SM,Arcul de Triumf,Pranz,12:00-14:00,2,5,3.25,0.2358974358974359
SM33ILO,SM,Arcul de Triumf,Seara,15:30-19:00,22,5,3.25,0.670680044593088
SM33ILO,SM,Piata Romana,Dimineata,06:30-09:30,11,5,3.25,0.4315496098104794
SM33ILO,SM,Piata Romana,Pranz,12:00-14:00,3,5,3.25,0.25763656633221854
SM33ILO,SM,Piata Romana,Seara,15:30-19:00,20,5,3.25,0.6272017837235229
SM33ILO,SM,Piata Unirii,Dimineata,06:30-09:30,15,5,3.25,0.5185061315496098
SM33ILO,SM,Piata Unirii,Pranz,12:00-14:00,3,5,3.25,0.25763656633221854
SM33ILO,SM,Piata Unirii,Seara,15:30-19:00,18,5,3.25,0.5837235228539576
SM33ILO,SM,Piata Universitatii,Dimineata,06:30-09:30,5,5,3.25,0.30111482720178373
